,position,reverse,coefficient,imodulon
b1858,1942661,False,0.149385273323,Zinc
b1859,1943413,False,0.131432295912,Zinc
b0484,511579,True,0.108921952071,Zinc
b0123,137082,False,0.0789797712449,Zinc
b3469,3606450,False,-0.108502256043,Zinc
b4030,4240324,False,0.185561918827,crp-KO
b1963,2033684,True,0.1800478676309999,crp-KO
b4060,4275241,True,0.177274842628,crp-KO
b1112,1169072,False,0.141419287544,crp-KO
b0124,141425,True,0.136851932881,crp-KO
b0802,838125,True,0.136354620654,crp-KO
b4111,4330501,False,0.132591352819,crp-KO
b1520,1609222,True,0.127775102138,crp-KO
b1528,1617027,False,0.125786293944,crp-KO
b3364,3492567,False,0.113472475509,crp-KO
b0411,432213,True,0.106045136724,crp-KO
b2924,3070007,True,0.103803252874,crp-KO
b3403,3532817,False,-0.114499203737,crp-KO
b3357,3486119,False,-0.240720218028,crp-KO
b1039,1102741,True,0.262627327254,curli
b1038,1102327,True,0.246986810611,curli
b1040,1103396,True,0.209478454154,curli
b1037,1101884,True,0.187485895179,curli
b1856,1941835,True,0.185631946033,deletion-1
b1823,1907635,True,0.1638974670969999,deletion-1
b1847,1930590,True,0.156855926224,deletion-1
b1850,1932956,True,0.156351228666,deletion-1
b1829,1912776,True,0.155465600165,deletion-1
b1854,1937648,False,0.154024063735,deletion-1
b1832,1916328,True,0.150982792057,deletion-1
b1827,1910299,True,0.145639277481,deletion-1
b1852,1936514,True,0.141843160638,deletion-1
b1830,1915016,True,0.1385799601039999,deletion-1
b1853,1936651,False,0.137235331244,deletion-1
b1855,1940393,True,0.1330274776359999,deletion-1
b1831,1915734,True,0.130603193588,deletion-1
b1848,1930947,True,0.1291582854869999,deletion-1
b1841,1925169,True,0.128846959473,deletion-1
b1849,1930880,False,0.1278215292599999,deletion-1
b1844,1926119,False,0.127795339605,deletion-1
b1822,1907260,True,0.120363169415,deletion-1
b1839,1923906,True,0.118464270414,deletion-1
b1840,1924791,True,0.117125496912,deletion-1
b1836,1921779,False,0.115871532226,deletion-1
b1824,1907791,True,0.112434482222,deletion-1
b1834,1917509,False,0.111988871531,deletion-1
b1846,1929907,True,0.111669593136,deletion-1
b1845,1929039,True,0.110161683665,deletion-1
b1843,1925439,False,0.105417105459,deletion-1
b1833,1916257,False,0.103349836359,deletion-1
b1835,1920222,False,0.100558900847,deletion-1
b1825,1908748,True,0.0996336960586,deletion-1
b1851,1934804,True,0.0983954190835,deletion-1
b4536,1908924,False,0.0971503677601,deletion-1
b1842,1925107,False,0.0970632960908,deletion-1
b1837,1922120,False,0.0911331777837,deletion-1
b1838,1923169,True,0.0828372719686,deletion-1
b1826,1908966,True,0.0770425549747,deletion-1
b0508,535709,False,-0.0646337442908999,deletion-1
b3526,3679418,False,-0.0769108862907,deletion-1
b1597,1671375,False,-0.101462419018,deletion-1
b2842,2983458,True,-0.147567227289,deletion-1
b2843,2984324,True,-0.165102114537,deletion-1
b3909,4101689,False,-0.177635314819,deletion-1
b3751,3936277,False,0.154999874339,deletion-2
b1446,1517647,False,0.12532869538,deletion-2
b1414,1487234,False,0.106892791151,deletion-2
b4493_2,1490164,True,0.105981801498,deletion-2
b4493_1,1490913,True,0.100189941666,deletion-2
b1378,1440984,True,0.100163705398,deletion-2
b1488,1563276,True,0.0983864794762,deletion-2
b1426,1498650,False,0.0982580058908,deletion-2
b1376,1435819,True,0.0971295580628,deletion-2
b1434,1506171,False,0.0956600724378,deletion-2
b1482,1556624,False,0.095425671992,deletion-2
b1406,1474220,False,0.0951921255088,deletion-2
b1423,1495287,False,0.0927717712141,deletion-2
b1427,1498937,False,0.0926344436347,deletion-2
b1490,1567340,True,0.092596209101,deletion-2
b1442,1513830,False,0.0910940519338,deletion-2
b1480,1556163,True,0.090510515435,deletion-2
b1461,1533051,False,0.0895178900416,deletion-2
b1478,1554038,True,0.0891102483029999,deletion-2
b1443,1514761,False,0.0889473153288999,deletion-2
b1349,1414993,True,0.0873971217469,deletion-2
b1452,1523306,False,0.0872849156755,deletion-2
b1415,1488231,False,0.0860040441914,deletion-2
b1440,1511653,False,0.0857347224519,deletion-2
b1483,1558238,True,0.0843320236201,deletion-2
b1487,1562681,True,0.0841995730542,deletion-2
b1485,1560110,True,0.0840642670508,deletion-2
b1473,1547369,True,0.0839199241677,deletion-2
b1441,1512816,False,0.0835476087266,deletion-2
b4492_3,1470516,False,0.0827625618396,deletion-2
b1385,1447518,False,0.0824056852129,deletion-2
b1431,1502456,False,0.081564313928,deletion-2
b1430,1501561,False,0.08130530913,deletion-2
b1433,1506280,True,0.0809337688469,deletion-2
b1428,1500649,True,0.0808182274961,deletion-2
b1479,1555869,True,0.0805207618429,deletion-2
b4428,1492271,True,0.0800458838737,deletion-2
b1343,1409510,False,0.0797139705429,deletion-2
b1444,1515577,False,0.079068868418,deletion-2
b1344,1412148,True,0.0789081791798999,deletion-2
b1361,1422700,False,0.0786537939133,deletion-2
b1491,1569023,True,0.0780990055156,deletion-2
b1356,1420441,True,0.0776885346446,deletion-2
b1413,1483060,False,0.077454898467,deletion-2
b1432,1503716,False,0.0770985005173999,deletion-2
b1399,1463538,False,0.0769758335819,deletion-2
b1448,1519046,True,0.0768724823583,deletion-2
b1476,1551337,False,0.0765993857518,deletion-2
b1449,1519026,False,0.0765613997912,deletion-2
b1410,1479137,False,0.0761388387285,deletion-2
b1459_1,1530585,False,0.0759352401521999,deletion-2
b1464,1536058,True,0.0757309150362,deletion-2
b1379,1441943,True,0.0757098825436,deletion-2
b4529,1441057,False,0.0754770055508,deletion-2
b1418,1490901,False,0.0754243816173,deletion-2
b1462,1534051,True,0.0753393565609,deletion-2
b1341,1407995,True,0.0747569878563,deletion-2
b1454,1526246,False,0.0738858826492,deletion-2
b1424,1496855,False,0.0738826249213,deletion-2
b1397,1460892,False,0.0737131763488,deletion-2
b1494,1575402,True,0.0732395371236,deletion-2
b1384,1447483,True,0.0731953668208,deletion-2
b1412,1483060,True,0.0730695611468,deletion-2
b1435,1506780,False,0.073012811157,deletion-2
b1451,1523265,True,0.0718155618648,deletion-2
b1398,1462124,False,0.0715291065123,deletion-2
b1468,1542790,True,0.0713315104711,deletion-2
b1466,1537509,True,0.0702737663646,deletion-2
b1345,1413435,True,0.0690609739112,deletion-2
b1496,1579542,True,0.0689380704924,deletion-2
b1400,1464470,False,0.0689252666441,deletion-2
b1342,1408049,False,0.0688845137953,deletion-2
b1438,1509507,False,0.0686439753615,deletion-2
b1429,1500572,False,0.0678865668223,deletion-2
b1357,1420364,False,0.0659085242709,deletion-2
b4492_1,1465391,False,0.0654691653983,deletion-2
b1498,1582724,True,0.0650679586837,deletion-2
b1439,1510002,False,0.0643815063472,deletion-2
b1484,1559217,True,0.0636057709841999,deletion-2
b1381,1443050,False,0.0633043491643,deletion-2
b1495,1577819,True,0.0630317414755999,deletion-2
b1467,1539053,True,0.0623141286081,deletion-2
b1486,1561129,True,0.0622066014616,deletion-2
b1463,1534023,False,0.0619689564587,deletion-2
b1340,1405978,False,0.061727548249,deletion-2
b1386,1451549,True,0.0616468875482,deletion-2
b1450,1520261,False,0.0609418874576,deletion-2
b1395,1459053,False,0.0577886457159,deletion-2
b1339,1404740,False,0.0565507112396,deletion-2
b1411,1480908,False,0.0558472554429,deletion-2
b1407,1475143,False,0.0551731483457,deletion-2
b1363,1423781,False,0.054615682593,deletion-2
b1377,1437093,True,0.054234164269,deletion-2
b1489,1565933,True,0.0528852495657,deletion-2
b1937,2013214,True,0.0515795184341,deletion-2
b1359,1421118,False,0.0507850062552,deletion-2
b1465,1536817,True,0.0498655041043,deletion-2
b1447,1518531,True,0.0489502349079,deletion-2
b1474,1547400,False,0.0485326109575,deletion-2
b1419,1491676,False,0.0475344039304,deletion-2
b1477,1552882,True,0.0473725467688,deletion-2
b4555,3840214,False,0.0473314838217,deletion-2
b1949,2022615,False,-0.0501100458603,deletion-2
b4381,4617322,False,-0.0588950242092,deletion-2
b4382,4618228,False,-0.0612521445017,deletion-2
b3011,3155354,False,-0.0644512538121,deletion-2
b3752,3937293,False,-0.0688011848539,deletion-2
b0356,379771,True,-0.0890421175074999,deletion-2
b0357,380081,True,-0.0909890348168,deletion-2
b0355,378568,True,-0.0973514640543999,deletion-2
b0759,792255,True,0.13307755301,duplication-1
b0758,791229,True,0.127134889496,duplication-1
b1112,1169072,False,0.102494714754,duplication-1
b0251,266753,True,0.0970552147057,duplication-1
b2943,3088283,False,0.0957695126516,duplication-1
b0757,790179,True,0.0948411191154,duplication-1
b3643_1,3816749,True,0.0923158528491,duplication-1
b3612,3785259,False,0.092211850581,duplication-1
b3661,3840193,True,0.0892822166073999,duplication-1
b3574,3742732,True,0.0881152846877,duplication-1
b4554,3776580,True,0.0825380688401,duplication-1
b4519,1211412,False,0.081651234381,duplication-1
b3651,3824514,False,0.0809638436241,duplication-1
b3609,3784328,True,0.076013543875,duplication-1
b3634,3809824,False,0.0751220245755,duplication-1
b3590,3760061,True,0.0750469975965,duplication-1
b3638,3812759,True,0.0749135264923,duplication-1
b3652,3825209,False,0.0747001354941,duplication-1
b3610,3784642,True,0.0742035775206,duplication-1
b3608,3783861,True,0.0735544842966,duplication-1
b3630,3806150,True,0.0733435827268999,duplication-1
b3611,3785215,True,0.0732804625022,duplication-1
b3659,3836952,False,0.0731933996113,duplication-1
b3645,3817759,False,0.0728869848263,duplication-1
b3620,3794928,False,0.0720252530404,duplication-1
b3641,3814493,False,0.0720017008863,duplication-1
b3570,3737377,True,0.0719787785621999,duplication-1
b3619,3793986,False,0.0719322844423,duplication-1
b3591,3761449,True,0.0715815249379,duplication-1
b3602,3776664,False,0.0706118683958999,duplication-1
b3644,3816675,False,0.0703899411042,duplication-1
b3650,3822399,False,0.0701617203218,duplication-1
b3640,3813931,False,0.0695250169813,duplication-1
b3637,3811874,True,0.0692648655245,duplication-1
b3653,3828865,True,0.0691738447416999,duplication-1
b3606,3781214,False,0.0691657621255,duplication-1
b3627,3803258,True,0.0688821308512,duplication-1
b3632,3808298,True,0.0683531839074,duplication-1
b3614,3788100,False,0.0683461493448999,duplication-1
b3617,3792751,True,0.0674559300083,duplication-1
b3639,3812730,False,0.0672165430982,duplication-1
b3561,3725886,False,0.0669247092464,duplication-1
b3660,3838247,False,0.0669015130783,duplication-1
b3624,3800396,True,0.0668746862944,duplication-1
b3663,3842602,True,0.0668552765595,duplication-1
b3636,3811617,True,0.0666901898909999,duplication-1
b3607,3782762,True,0.0660948386378,duplication-1
b3654,3828944,False,0.0660642639186,duplication-1
b3631,3807267,True,0.0659735986817,duplication-1
b3649,3822105,False,0.0659673578508,duplication-1
b3552,3716546,False,0.0657780141763,duplication-1
b4555,3840214,False,0.0653441474696999,duplication-1
b3626,3802199,True,0.0653187584911999,duplication-1
b3628,3804337,True,0.0653009141407,duplication-1
b3655,3830456,False,0.0651022795693,duplication-1
b3623,3799512,True,0.0650755445064,duplication-1
b3616,3791545,True,0.064700456785,duplication-1
b3560,3725518,True,0.0643782694659,duplication-1
b3598,3771944,True,0.0643261568568,duplication-1
b3559,3724597,True,0.0641957001815,duplication-1
b3618,3793883,True,0.064043202562,duplication-1
b3625,3801165,True,0.0639507138422,duplication-1
b3613,3786837,False,0.0639343000375,duplication-1
b3662,3841939,True,0.0632436402358,duplication-1
b3558,3721197,False,0.0631772908562,duplication-1
b3585,3751991,False,0.0629819499876,duplication-1
b3551,3716594,True,0.0625771966307,duplication-1
b3621,3795978,False,0.0625491672193,duplication-1
b3043,3185413,False,0.0623224460317,duplication-1
b3633,3808539,False,0.0622643798824,duplication-1
b3595,3767220,False,0.06222540607,duplication-1
b3656,3834737,True,0.0621620205102,duplication-1
b0756,789037,True,0.0619530453194,duplication-1
b3553,3717309,False,0.0616472681384,duplication-1
b3647,3821370,True,0.061643991355,duplication-1
b3573,3741782,True,0.0609422283781,duplication-1
b4116,4338129,True,-0.0628403701428,duplication-1
b1566,1646404,False,-0.0641119756806,duplication-1
b3369,3499447,False,-0.066499151415,duplication-1
b0268,282277,False,-0.0680399408589,duplication-1
b2207,2303213,True,-0.0720738775846999,duplication-1
b1259,1316235,True,-0.078862146422,duplication-1
b2837,2976598,False,-0.0844480202303,duplication-1
b2626,2760546,False,-0.0967821935232,duplication-1
b1145,1203133,True,0.321524820463,e14-deletion
b1143,1201496,False,0.260657547039,e14-deletion
b1139,1198694,False,0.216663704372,e14-deletion
b1159,1210345,False,0.19614526894,e14-deletion
b1140,1201006,True,0.167617458913,e14-deletion
b3357,3486119,False,0.160766167227,e14-deletion
b1137,1197732,True,0.159299617925,e14-deletion
b1138,1198437,True,0.155439260221,e14-deletion
b1596,1669698,False,0.124537589396,e14-deletion
b4693,1204403,False,0.117296714479,e14-deletion
b4519,1211412,False,-0.213775004304,e14-deletion
b0594,626069,False,0.236280933314,efeU-repair
b1018,1082242,False,0.228806655915,efeU-repair
b0595,627693,False,0.211673737984,efeU-repair
b4490_2,1081459,False,0.205977406441,efeU-repair
b1019,1083375,False,0.20444836801,efeU-repair
b0596,628550,False,0.192813010427,efeU-repair
b0597,629299,False,0.168852347868,efeU-repair
b2265,2380843,True,-0.1643151679749999,efeU-repair
b0593,624884,False,0.493828292784,entC-menF-KO
b2265,2380843,True,0.312185751201,entC-menF-KO
b2264,2379459,True,-0.123182433375,entC-menF-KO
b4314,4543114,False,0.333715493299,fimbriae
b4315,4543727,False,0.321351149247,fimbriae
b4316,4544303,False,0.308777928521,fimbriae
b4317,4545095,False,0.279856523316,fimbriae
b4318,4547741,False,0.24817397426,fimbriae
b4319,4548284,False,0.241595411816,fimbriae
b4320,4548807,False,0.185959508863,fimbriae
b0002,336,False,-0.146382192005,fimbriae
b2000,2071538,False,0.55475292583,flu-yeeRS
b2001,2074778,False,0.362563495832,flu-yeeRS
b2002,2076307,False,0.221033909048,flu-yeeRS
b0683,710846,True,0.0932723457084,flu-yeeRS
b0002,336,False,0.0890525138995,flu-yeeRS
b4388,4624894,False,-0.0909004862257,flu-yeeRS
b2265,2380843,True,-0.0916521998326999,flu-yeeRS
b0593,624884,False,-0.124760073665,flu-yeeRS
b1147,1203267,False,0.185841163475,fur-KO
b1144,1202284,True,0.163030794994,fur-KO
b4519,1211412,False,0.1389297144779999,fur-KO
b2616,2751794,False,0.138476357869,fur-KO
b0958,1021119,True,0.129664359946,fur-KO
b4693,1204403,False,0.120074161838,fur-KO
b4567,4605803,False,0.0986947467099,fur-KO
b1141,1201232,True,0.0918074886474,fur-KO
b1848,1930947,True,0.0899745399046,fur-KO
b2681_1,2808315,False,0.0848749208121,fur-KO
b1596,1669698,False,0.0792985985363,fur-KO
b3161,3306017,True,-0.0835647021403999,fur-KO
b0683,710846,True,-0.4590049601340001,fur-KO
b3515,3664818,True,0.463745149213,gadWX-KO
b3516,3666010,True,-0.414664242353,gadWX-KO
b1997,2070380,True,0.154207837527,insertion
b2860,2997477,True,0.1449807753649999,insertion
b1996,2070057,True,0.14365457738,insertion
b1403,1469349,True,0.1403375687319999,insertion
b2861,2997800,True,0.136058192443,insertion
b1402,1469026,True,0.136011282716,insertion
b2666,2797228,True,-0.101193574456,insertion
b4634,581353,False,-0.103454256591,insertion
b2562,2699662,False,-0.111121764637,insertion
b1656,1735377,False,0.153763006171,iron-related
b4640_1,2068092,True,0.133781485141,iron-related
b3540,3703068,True,0.117895276254,iron-related
b3543,3705990,True,0.115936935887,iron-related
b3542,3704961,True,0.112304855142,iron-related
b3541,3704048,True,0.110515696274,iron-related
b2524,2656936,True,0.10596181857,iron-related
b2530,2661731,True,0.105048767345,iron-related
b2525,2657283,True,0.0945159639942,iron-related
b2529,2660489,True,0.0900612138346,iron-related
b2523,2656558,True,0.0855090516026,iron-related
b2526,2659135,True,0.0848710930497,iron-related
b2522,2655133,True,0.0827755734066,iron-related
b2528,2660086,True,0.0825978027299999,iron-related
b2527,2659667,True,0.0817050893691,iron-related
b4506,312714,True,0.0794469418105,iron-related
b1612,1688577,True,0.0711737306328999,iron-related
b2282,2397642,True,0.0706482454688,iron-related
b2392,2512906,True,-0.106223524589,iron-related
b4567,4605803,False,-0.209488160091,iron-related
b3629,3805316,True,0.204958007035,lipopolysaccharide
b2032,2104709,True,0.175377653524,lipopolysaccharide
b3623,3799512,True,0.162737669434,lipopolysaccharide
b2352,2469130,False,0.149918405732,lipopolysaccharide
b0564,583680,False,0.149639062447,lipopolysaccharide
b2035,2107426,True,0.144749220379,lipopolysaccharide
b1550,1637982,True,0.1295589768459999,lipopolysaccharide
b3624,3800396,True,0.126511253892,lipopolysaccharide
b3622,3796947,False,0.1247819838,lipopolysaccharide
b3626,3802199,True,0.123968951914,lipopolysaccharide
b3512,3658365,False,0.118629877138,lipopolysaccharide
b2642,2773317,False,0.118277519325,lipopolysaccharide
b3625,3801165,True,0.114314470292,lipopolysaccharide
b1457,1529921,False,0.113121727936,lipopolysaccharide
b2037,2109784,True,0.11208935563,lipopolysaccharide
b1137,1197732,True,0.10864283234,lipopolysaccharide
b2034,2106257,True,0.102055744477,lipopolysaccharide
b3627,3803258,True,0.0947432115359,lipopolysaccharide
b4253,4475436,False,0.0939889564199,lipopolysaccharide
b3618,3793883,True,0.0890158157124999,lipopolysaccharide
b2036,2108529,True,0.0890043538908,lipopolysaccharide
b4571_1,2103589,True,0.0868322778977,lipopolysaccharide
b3594,3766336,False,0.0827205080464,lipopolysaccharide
b1549,1637046,False,0.0790134536061999,lipopolysaccharide
b4279,4504057,False,0.0769174947738,lipopolysaccharide
b4659_2,59051,False,0.0765105250985,lipopolysaccharide
b4571_2,2101944,True,0.0762410488985,lipopolysaccharide
b0546,571453,False,0.0677228664891999,lipopolysaccharide
b4345,4578158,True,0.0675380556271,lipopolysaccharide
b4346,4579537,True,0.066256507705,lipopolysaccharide
b1363,1423781,False,0.0660096385983,lipopolysaccharide
b2846,2987535,False,0.061948748186,lipopolysaccharide
b1139,1198694,False,0.0607765519045,lipopolysaccharide
b4038_3,4250960,False,0.0581310091542,lipopolysaccharide
b2728,2851863,False,-0.0748999576756,lipopolysaccharide
b3423_1,3560805,True,-0.113917522325,lipopolysaccharide
b2369,2483754,False,0.189314855898,membrane
b2971,3113677,True,0.174668970619,membrane
b2970,3113141,True,0.155564078751,membrane
b4466,3119312,True,0.142455702992,membrane
b1675,1755341,True,0.115481254144,membrane
b2370,2484373,False,0.114497665407,membrane
b2972,3114552,True,0.110088108641,membrane
b2969,3112290,True,0.103600471868,membrane
b4331,4560929,False,-0.099709063916,membrane
b1495,1577819,True,-0.103995359945,membrane
b1761,1842370,False,-0.119727628302,membrane
b3151,3298338,True,-0.122017842356,membrane
b2681_1,2808315,False,-0.1561500860669999,membrane
b2012,2084653,True,-0.164948955075,membrane
b2013,2085725,True,-0.173345054885,membrane
b4209,4432183,True,0.232066885165,nitrate-related
b1797,1880148,True,0.223568218376,nitrate-related
b2552,2685834,False,0.201828798615,nitrate-related
b1796,1879785,True,0.184803803437,nitrate-related
b0873,914014,True,0.155088855381,nitrate-related
b2732,2857006,True,0.131429108913,nitrate-related
b1475,1550460,False,0.118769835648,nitrate-related
b1474,1547400,False,0.114963798346,nitrate-related
b1476,1551337,False,0.103558623301,nitrate-related
b1224,1279863,False,0.100644634615,nitrate-related
b3471,3609216,False,0.0890781216028,nitrate-related
b1226,1285138,False,0.0873187247611999,nitrate-related
b1225,1283603,False,0.0868362733716,nitrate-related
b0872,912350,True,0.0853586709751999,nitrate-related
b2678,2806009,False,0.19568738373,proVWX
b2679,2807131,False,0.186587352844,proVWX
b2677,2804814,False,0.184843869081,proVWX
b0698,728932,True,0.132579106001,proVWX
b1658,1737843,False,0.299396757607,purR-KO
b3642,3815968,True,0.138866828289,purR-KO
b1623,1702232,False,-0.164997381388,purR-KO
b4662,77387,False,0.492069425157,sgrT
b4410,4376316,False,0.105412769801,sgrT
b4676,1878772,False,0.100612768426,sgrT
b4025,4233757,False,-0.166912127829,sgrT
b0002,336,False,0.479208912424,thrA-KO
b2289,2406841,True,0.171990379377,thrA-KO
b0557,579093,True,0.145685742328,thrA-KO
b3315,3450433,True,0.110544003794,translation
b3316,3450726,True,0.104094117394,translation
b3317,3451564,True,0.101821342673,translation
b3314,3450083,True,0.0967739309324,translation
b3319,3452486,True,0.0950529910637,translation
b3311,3448768,True,0.0937957921331,translation
b3318,3451884,True,0.0932680279514,translation
b3313,3449369,True,0.0926556015785,translation
b0429,448246,True,0.0921244943938,translation
b3320,3453126,True,0.0871256451764,translation
b3321,3453470,True,0.0852732030571,translation
b0430,448860,True,0.0796706676899999,translation
b3312,3448959,True,0.0791707960539,translation
b2762,2888512,True,0.0783928111786,translation
b4202,4425838,False,0.077933522915,translation
b3304,3445797,True,0.076217043258,translation
b3303,3445429,True,0.0760477907327,translation
b3306,3446745,True,0.0724864877249999,translation
b3231,3378851,True,0.0711898974676,translation
b3984,4178878,False,0.0711423655283999,translation
b3300,3444297,True,0.0709672199781,translation
b4203,4426107,False,0.0707852675532,translation
b4201,4425519,False,0.0689601162066,translation
b4002,4201888,True,-0.0904064987459,translation
b1110,1167598,False,0.269719883735,uncharacterized-1
b0379,399533,True,0.203259758578,uncharacterized-1
b2390,2511000,False,0.201023471821,uncharacterized-1
b1172,1223188,True,0.194146028295,uncharacterized-1
b2466,2582977,True,0.170563902829,uncharacterized-1
b1379,1441943,True,0.159057542135,uncharacterized-1
b1283,1343528,True,0.15510161291,uncharacterized-1
b1171,1222834,True,0.146654455022,uncharacterized-1
b0220,240342,False,0.131893585511,uncharacterized-1
b1639,1718595,True,0.128539795946,uncharacterized-1
b1481,1556480,True,0.126954562938,uncharacterized-1
b2671,2800194,True,0.117635867979,uncharacterized-1
b1951,2023967,False,0.106807713779,uncharacterized-1
b4593,1223363,True,0.101583505506,uncharacterized-1
b0439,458887,False,0.0905176656116,uncharacterized-1
b3748,3933350,False,0.204155473502,uncharacterized-2
b2742,2868953,True,0.133164761402,uncharacterized-2
b1957,2028570,True,0.128393443012,uncharacterized-2
b4378,4613480,False,0.115580479577,uncharacterized-2
b1992,2065422,True,0.0984750986338,uncharacterized-2
b4178,4406189,False,0.0958984140813,uncharacterized-2
b2958,3101823,True,0.0949232538467,uncharacterized-2
b1991,2064667,True,0.0947839446909,uncharacterized-2
b2263,2377792,True,0.093404912353,uncharacterized-2
b2777,2905618,True,0.0924081556747,uncharacterized-2
b3460,3599858,True,0.0885094715876,uncharacterized-2
b3744,3927154,False,0.0839619271304,uncharacterized-2
b2388,2509626,True,0.0807567755155,uncharacterized-2
b0080,88027,False,0.0795599860739,uncharacterized-2
b2749,2873537,True,0.0775006068653999,uncharacterized-2
b3584,3752068,True,0.0756120795636,uncharacterized-2
b4377,4612410,False,0.0754003953483999,uncharacterized-2
b1604,1678426,False,0.0746485006386,uncharacterized-2
b2279,2395545,True,0.0719383802898999,uncharacterized-2
b0928,985909,True,0.070511293124,uncharacterized-2
b1380,1443043,True,0.0704230457381,uncharacterized-2
b3564,3729571,True,0.0687485504905,uncharacterized-2
b0146,161686,True,0.0684256855005,uncharacterized-2
b1541,1629214,False,0.067398593014,uncharacterized-2
b2714,2839464,True,0.0672980573385,uncharacterized-2
b2586,2724127,False,0.0671370002190999,uncharacterized-2
b0772,807481,True,0.0664242231809,uncharacterized-2
b2113,2194368,True,0.0653692361205,uncharacterized-2
b2280,2396096,True,0.0627911397337,uncharacterized-2
b3535,3696385,True,0.0616143164103,uncharacterized-2
b1256,1314019,False,0.0605795506255,uncharacterized-2
b0856,896133,False,0.0602550364149,uncharacterized-2
b4064,4278478,False,0.0594544997356,uncharacterized-2
b2950,3095280,True,0.0586649006311,uncharacterized-2
b2035,2107426,True,0.0584608877629,uncharacterized-2
b0499,527951,False,0.057654717608,uncharacterized-2
b3463,3602947,True,0.0574403719686,uncharacterized-2
b0156,176609,False,0.0572044870173,uncharacterized-2
b1780,1863849,False,0.0567163409425,uncharacterized-2
b3703,3884335,False,-0.0616402167237,uncharacterized-2
b1824,1907791,True,-0.0648246030076,uncharacterized-2
b1599,1673349,True,-0.0743815149453999,uncharacterized-2
b3556,3720048,False,0.223006978792,uncharacterized-3
b2378,2495644,False,0.17927211218,uncharacterized-3
b3065,3210780,False,0.149361425753,uncharacterized-4
b0762,794772,False,0.14122918617,uncharacterized-4
b0528,557073,True,0.140602363533,uncharacterized-4
b3100,3250076,False,0.10884466584,uncharacterized-4
b4428,1492271,True,0.0924562975557,uncharacterized-4
b2145,2233599,False,0.086289901555,uncharacterized-4
b3042,3184839,False,0.0848252957951,uncharacterized-4
b2343,2461134,True,0.0843206574233999,uncharacterized-4
b2092_2,2173562,True,0.0782580123873999,uncharacterized-4
b1887,1973539,True,0.0744645940023999,uncharacterized-4
b3704,3884492,False,0.0945145544861999,uncharacterized-5
b3643_1,3816749,True,0.0850534272838,uncharacterized-5
b2533,2663441,False,0.0828894070367,uncharacterized-5
b4557,3884815,False,0.0796076896498999,uncharacterized-5
b2669,2798695,True,0.0984477459047,uncharacterized-6
b3923,4113292,False,0.0977880255032,uncharacterized-6
b1163,1215675,True,0.097555290242,uncharacterized-6
b3661,3840193,True,0.095598097266,uncharacterized-6
b3922,4112966,False,0.095342895261,uncharacterized-6
b0900,949768,True,0.0864387469127,uncharacterized-6
b2603,2741874,False,0.0852212225998,uncharacterized-6
b3520,3672094,True,0.0809225822442,uncharacterized-6
b0329,346483,False,0.0803539698554,uncharacterized-6
b0946,1005951,False,0.0801417030161,uncharacterized-6
b2471,2591246,False,0.0789640256289,uncharacterized-6
b0287,302990,False,0.0788040532015,uncharacterized-6
b0559,579879,False,0.0778470208054,uncharacterized-6
b2756,2880587,True,0.0765210337115,uncharacterized-6
b0382,401385,False,0.0744667463753,uncharacterized-6
b1216,1272049,True,0.0736983449962,uncharacterized-6
b3717,3898021,False,0.0729738012929,uncharacterized-6
b1967,2035834,False,0.0696464176408,uncharacterized-6
b3506,3653960,False,0.0694667516709,uncharacterized-6
b0315,332370,False,0.0682454916449,uncharacterized-6
b0565,585833,True,0.0679296017337,uncharacterized-6
b4342,4572413,False,0.0671305638386,uncharacterized-6
b1619,1698240,True,0.0664923303931999,uncharacterized-6
b4640_1,2068092,True,0.0662261477082,uncharacterized-6
b2677,2804814,False,0.0649344712694,uncharacterized-6
b3267,3418389,False,0.0634591062662,uncharacterized-6
b0546,571453,False,0.0633775340259,uncharacterized-6
b0293,310871,True,0.0626939716180999,uncharacterized-6
b4313,4542036,False,0.0621007288826,uncharacterized-6
b1431,1502456,False,0.0619795233333,uncharacterized-6
b1902,1986924,False,0.0599482974611999,uncharacterized-6
b0557,579093,True,0.0597346270044,uncharacterized-6
b0812,849111,True,0.0596827388605999,uncharacterized-6
b1461,1533051,False,0.0593750414626999,uncharacterized-6
b3680,3860282,False,0.0593436260734,uncharacterized-6
b1915,1995817,False,0.0590862094846999,uncharacterized-6
b1171,1222834,True,0.0575377034513,uncharacterized-6
b2175,2269978,False,0.0574392952145999,uncharacterized-6
b1905,1988715,False,0.0568861819832,uncharacterized-6
b0392,408608,False,0.0567392680081,uncharacterized-6
b0847,890019,True,0.0563382759866,uncharacterized-6
b4133,4362134,True,0.0555917499638,uncharacterized-6
b2753,2876580,False,0.0547711918542,uncharacterized-6
b3515,3664818,True,0.0545567726196,uncharacterized-6
b1969,2039023,True,0.0544908501338,uncharacterized-6
b0562_2,583004,True,0.0544289228885,uncharacterized-6
b3535,3696385,True,0.0544216635655,uncharacterized-6
b3511,3656994,False,0.0542683533694,uncharacterized-6
b1056,1118676,True,0.0535216784172,uncharacterized-6
b0842,883672,False,0.053303308558,uncharacterized-6
b0841,883588,True,0.0532346087317,uncharacterized-6
b3665,3843963,False,0.0531776400467,uncharacterized-6
b1141,1201232,True,0.0531328297612,uncharacterized-6
b3225,3373776,True,-0.0578357429106,uncharacterized-6
